
2024/07/30 (03:54:55) | ===> btop++ v.1.3.2
2025/01/12 (15:23:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/12 (15:23:17) | ===> btop++ v.1.4.0
2025/01/12 (15:23:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/12 (15:25:08) | ===> btop++ v.1.4.0
2025/01/12 (15:25:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/12 (15:25:08) | ===> btop++ v.1.4.0
2025/01/12 (15:25:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/13 (12:46:47) | ===> btop++ v.1.4.0
2025/01/13 (12:46:47) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/13 (14:09:46) | ===> btop++ v.1.4.0
2025/01/13 (14:09:46) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/13 (14:13:27) | ===> btop++ v.1.4.0
2025/01/13 (14:13:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/14 (20:00:36) | ===> btop++ v.1.4.0
2025/01/14 (20:00:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/15 (23:50:32) | ===> btop++ v.1.4.0
2025/01/15 (23:50:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/15 (23:55:36) | ===> btop++ v.1.4.0
2025/01/15 (23:55:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/16 (00:03:45) | ===> btop++ v.1.4.0
2025/01/16 (00:03:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/16 (00:07:04) | ===> btop++ v.1.4.0
2025/01/16 (00:07:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/16 (15:12:06) | ===> btop++ v.1.4.0
2025/01/16 (15:12:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/17 (01:50:22) | ===> btop++ v.1.4.0
2025/01/17 (01:50:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/17 (23:45:53) | ===> btop++ v.1.4.0
2025/01/17 (23:45:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/18 (11:33:08) | ===> btop++ v.1.4.0
2025/01/18 (11:33:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/20 (01:07:33) | ===> btop++ v.1.4.0
2025/01/20 (01:07:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (11:35:48) | ===> btop++ v.1.4.0
2025/01/26 (11:35:48) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (15:25:21) | ===> btop++ v.1.4.0
2025/01/26 (15:25:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (22:12:51) | ===> btop++ v.1.4.0
2025/01/26 (22:12:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (22:14:14) | ===> btop++ v.1.4.0
2025/01/26 (22:14:14) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (22:21:22) | ===> btop++ v.1.4.0
2025/01/26 (22:21:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (22:29:59) | ===> btop++ v.1.4.0
2025/01/26 (22:29:59) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (22:49:42) | ===> btop++ v.1.4.0
2025/01/26 (22:49:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/26 (22:53:52) | ===> btop++ v.1.4.0
2025/01/26 (22:53:52) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/27 (10:29:32) | ===> btop++ v.1.4.0
2025/01/27 (10:29:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/29 (22:01:52) | ===> btop++ v.1.4.0
2025/01/29 (22:01:52) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/29 (23:46:12) | ===> btop++ v.1.4.0
2025/01/29 (23:46:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/30 (17:49:02) | ===> btop++ v.1.4.0
2025/01/30 (17:49:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/31 (15:12:24) | ===> btop++ v.1.4.0
2025/01/31 (15:12:24) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/31 (15:58:05) | ===> btop++ v.1.4.0
2025/01/31 (15:58:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/01/31 (16:28:05) | ===> btop++ v.1.4.0
2025/01/31 (16:28:05) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/02 (00:43:40) | ===> btop++ v.1.4.0
2025/02/02 (00:43:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/02 (00:44:31) | ===> btop++ v.1.4.0
2025/02/02 (00:44:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/06 (01:18:59) | ===> btop++ v.1.4.0
2025/02/06 (01:18:59) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/06 (13:59:43) | ===> btop++ v.1.4.0
2025/02/06 (13:59:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/06 (14:20:45) | ===> btop++ v.1.4.0
2025/02/06 (14:20:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/06 (14:23:04) | ===> btop++ v.1.4.0
2025/02/06 (14:23:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/06 (14:54:19) | ===> btop++ v.1.4.0
2025/02/06 (14:54:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (17:16:00) | ===> btop++ v.1.4.0
2025/02/10 (17:16:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (17:18:00) | ===> btop++ v.1.4.0
2025/02/10 (17:18:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (17:18:10) | ===> btop++ v.1.4.0
2025/02/10 (17:18:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (17:48:20) | ===> btop++ v.1.4.0
2025/02/10 (17:48:20) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (17:57:06) | ===> btop++ v.1.4.0
2025/02/10 (17:57:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (17:58:25) | ===> btop++ v.1.4.0
2025/02/10 (17:58:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (17:58:27) | ===> btop++ v.1.4.0
2025/02/10 (17:58:27) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (18:00:29) | ===> btop++ v.1.4.0
2025/02/10 (18:00:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (18:02:06) | ===> btop++ v.1.4.0
2025/02/10 (18:02:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (18:02:06) | ===> btop++ v.1.4.0
2025/02/10 (18:02:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/10 (18:08:37) | ===> btop++ v.1.4.0
2025/02/10 (18:08:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/11 (17:30:16) | ===> btop++ v.1.4.0
2025/02/11 (17:30:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/11 (22:34:51) | ===> btop++ v.1.4.0
2025/02/11 (22:34:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/11 (22:34:51) | ===> btop++ v.1.4.0
2025/02/11 (22:34:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/11 (22:35:23) | ===> btop++ v.1.4.0
2025/02/11 (22:35:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (18:19:44) | ===> btop++ v.1.4.0
2025/02/12 (18:19:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (18:19:44) | ===> btop++ v.1.4.0
2025/02/12 (18:19:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (18:56:40) | ===> btop++ v.1.4.0
2025/02/12 (18:56:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (19:02:14) | ===> btop++ v.1.4.0
2025/02/12 (19:02:14) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (19:09:31) | ===> btop++ v.1.4.0
2025/02/12 (19:09:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (19:12:08) | ===> btop++ v.1.4.0
2025/02/12 (19:12:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (19:16:51) | ===> btop++ v.1.4.0
2025/02/12 (19:16:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (19:23:50) | ===> btop++ v.1.4.0
2025/02/12 (19:23:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/12 (19:33:12) | ===> btop++ v.1.4.0
2025/02/12 (19:33:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/13 (15:23:25) | ===> btop++ v.1.4.0
2025/02/13 (15:23:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/13 (16:27:35) | ===> btop++ v.1.4.0
2025/02/13 (16:27:35) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/14 (12:34:40) | ===> btop++ v.1.4.0
2025/02/14 (12:34:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/14 (12:36:06) | ===> btop++ v.1.4.0
2025/02/14 (12:36:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/14 (13:46:29) | ===> btop++ v.1.4.0
2025/02/14 (13:46:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/14 (13:46:29) | ===> btop++ v.1.4.0
2025/02/14 (13:46:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/14 (14:12:22) | ===> btop++ v.1.4.0
2025/02/14 (14:12:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/14 (14:46:42) | ===> btop++ v.1.4.0
2025/02/14 (14:46:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/14 (14:46:42) | ===> btop++ v.1.4.0
2025/02/14 (14:46:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/15 (17:58:59) | ===> btop++ v.1.4.0
2025/02/15 (17:58:59) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/16 (20:03:50) | ===> btop++ v.1.4.0
2025/02/16 (20:03:50) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/16 (20:06:39) | ===> btop++ v.1.4.0
2025/02/16 (20:06:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/16 (20:24:09) | ===> btop++ v.1.4.0
2025/02/16 (20:24:09) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (09:54:36) | ===> btop++ v.1.4.0
2025/02/17 (09:54:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (17:23:40) | ===> btop++ v.1.4.0
2025/02/17 (17:23:40) | WARNING: Failed to set locale en_US.UTF-8 continuing anyway.
2025/02/17 (17:23:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (17:56:42) | ===> btop++ v.1.4.0
2025/02/17 (17:56:42) | WARNING: Failed to set locale en_US.UTF-8 continuing anyway.
2025/02/17 (17:56:42) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (18:21:15) | ===> btop++ v.1.4.0
2025/02/17 (18:21:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (18:21:15) | ===> btop++ v.1.4.0
2025/02/17 (18:21:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/02/17 (18:21:31) | WARNING: Failed to join _runner thread on exit!

2025/02/17 (18:31:36) | ===> btop++ v.1.4.0
2025/02/17 (18:31:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (18:51:04) | ===> btop++ v.1.4.0
2025/02/17 (18:51:04) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (19:02:15) | ===> btop++ v.1.4.0
2025/02/17 (19:02:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/17 (19:02:15) | ===> btop++ v.1.4.0
2025/02/17 (19:02:15) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/20 (15:44:59) | ===> btop++ v.1.4.0
2025/02/20 (15:44:59) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/20 (19:54:03) | ===> btop++ v.1.4.0
2025/02/20 (19:54:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/20 (19:55:33) | ===> btop++ v.1.4.0
2025/02/20 (19:55:33) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/20 (19:55:52) | ===> btop++ v.1.4.0
2025/02/20 (19:55:52) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/21 (22:33:22) | ===> btop++ v.1.4.0
2025/02/21 (22:33:22) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/21 (23:35:00) | ===> btop++ v.1.4.0
2025/02/21 (23:35:00) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/22 (14:36:36) | ===> btop++ v.1.4.0
2025/02/22 (14:36:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/22 (14:40:02) | ===> btop++ v.1.4.0
2025/02/22 (14:40:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/22 (14:52:06) | ===> btop++ v.1.4.0
2025/02/22 (14:52:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/22 (14:53:29) | ===> btop++ v.1.4.0
2025/02/22 (14:53:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/22 (15:01:34) | ===> btop++ v.1.4.0
2025/02/22 (15:01:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/22 (15:51:03) | ===> btop++ v.1.4.0
2025/02/22 (15:51:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/22 (15:51:03) | ===> btop++ v.1.4.0
2025/02/22 (15:51:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/23 (16:29:01) | ===> btop++ v.1.4.0
2025/02/23 (16:29:01) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/23 (17:11:08) | ===> btop++ v.1.4.0
2025/02/23 (17:11:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/24 (12:08:16) | ===> btop++ v.1.4.0
2025/02/24 (12:08:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/24 (15:02:58) | ===> btop++ v.1.4.0
2025/02/24 (15:02:58) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/25 (11:54:12) | ===> btop++ v.1.4.0
2025/02/25 (11:54:12) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/25 (20:31:54) | ===> btop++ v.1.4.0
2025/02/25 (20:31:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/26 (12:18:01) | ===> btop++ v.1.4.0
2025/02/26 (12:18:01) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/26 (12:20:03) | ===> btop++ v.1.4.0
2025/02/26 (12:20:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/26 (12:38:37) | ===> btop++ v.1.4.0
2025/02/26 (12:38:37) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/26 (12:38:55) | ===> btop++ v.1.4.0
2025/02/26 (12:38:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/28 (10:26:55) | ===> btop++ v.1.4.0
2025/02/28 (10:26:55) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/28 (10:40:54) | ===> btop++ v.1.4.0
2025/02/28 (10:40:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/28 (18:32:02) | ===> btop++ v.1.4.0
2025/02/28 (18:32:02) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/28 (18:32:23) | ===> btop++ v.1.4.0
2025/02/28 (18:32:23) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/02/28 (19:04:25) | ===> btop++ v.1.4.0
2025/02/28 (19:04:25) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/01 (06:31:10) | ===> btop++ v.1.4.0
2025/03/01 (06:31:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/01 (07:04:07) | ===> btop++ v.1.4.0
2025/03/01 (07:04:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/01 (07:04:07) | ===> btop++ v.1.4.0
2025/03/01 (07:04:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/01 (13:26:32) | ===> btop++ v.1.4.0
2025/03/01 (13:26:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/01 (14:36:10) | ===> btop++ v.1.4.0
2025/03/01 (14:36:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/01 (15:00:41) | ===> btop++ v.1.4.0
2025/03/01 (15:00:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/02 (16:41:29) | ===> btop++ v.1.4.0
2025/03/02 (16:41:29) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/02 (17:31:13) | ===> btop++ v.1.4.0
2025/03/02 (17:31:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/02 (17:31:13) | ===> btop++ v.1.4.0
2025/03/02 (17:31:13) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/03 (12:28:24) | ===> btop++ v.1.4.0
2025/03/03 (12:28:24) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/03 (15:15:57) | ===> btop++ v.1.4.0
2025/03/03 (15:15:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/03 (16:35:17) | ===> btop++ v.1.4.0
2025/03/03 (16:35:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/04 (17:07:45) | ===> btop++ v.1.4.0
2025/03/04 (17:07:45) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/08 (17:58:40) | ===> btop++ v.1.4.0
2025/03/08 (17:58:40) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/09 (17:19:56) | ===> btop++ v.1.4.0
2025/03/09 (17:19:56) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/09 (23:51:41) | ===> btop++ v.1.4.0
2025/03/09 (23:51:41) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/10 (17:17:21) | ===> btop++ v.1.4.0
2025/03/10 (17:17:21) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/10 (17:17:32) | ===> btop++ v.1.4.0
2025/03/10 (17:17:32) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/13 (13:54:10) | ===> btop++ v.1.4.0
2025/03/13 (13:54:10) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/14 (00:25:39) | ===> btop++ v.1.4.0
2025/03/14 (00:25:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/17 (17:25:31) | ===> btop++ v.1.4.0
2025/03/17 (17:25:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/22 (13:56:34) | ===> btop++ v.1.4.0
2025/03/22 (13:56:34) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/23 (13:38:36) | ===> btop++ v.1.4.0
2025/03/23 (13:38:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/25 (16:31:19) | ===> btop++ v.1.4.0
2025/03/25 (16:31:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/25 (18:10:38) | ===> btop++ v.1.4.0
2025/03/25 (18:10:38) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/26 (12:31:51) | ===> btop++ v.1.4.0
2025/03/26 (12:31:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/26 (12:34:36) | ===> btop++ v.1.4.0
2025/03/26 (12:34:36) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/26 (12:46:17) | ===> btop++ v.1.4.0
2025/03/26 (12:46:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/27 (09:55:31) | ===> btop++ v.1.4.0
2025/03/27 (09:55:31) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/27 (10:58:03) | ===> btop++ v.1.4.0
2025/03/27 (10:58:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/27 (10:58:44) | ===> btop++ v.1.4.0
2025/03/27 (10:58:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/27 (15:08:44) | ===> btop++ v.1.4.0
2025/03/27 (15:08:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/27 (17:50:07) | ===> btop++ v.1.4.0
2025/03/27 (17:50:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/29 (18:44:51) | ===> btop++ v.1.4.0
2025/03/29 (18:44:51) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported
2025/03/29 (18:45:02) | WARNING: Failed to join _runner thread on exit!

2025/03/30 (13:16:28) | ===> btop++ v.1.4.0
2025/03/30 (13:16:28) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/03/31 (23:08:06) | ===> btop++ v.1.4.0
2025/03/31 (23:08:06) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (14:20:54) | ===> btop++ v.1.4.0
2025/04/01 (14:20:54) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (14:59:57) | ===> btop++ v.1.4.0
2025/04/01 (14:59:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (16:28:17) | ===> btop++ v.1.4.0
2025/04/01 (16:28:17) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (16:35:16) | ===> btop++ v.1.4.0
2025/04/01 (16:35:16) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (16:37:44) | ===> btop++ v.1.4.0
2025/04/01 (16:37:44) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (18:09:08) | ===> btop++ v.1.4.0
2025/04/01 (18:09:08) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (20:47:19) | ===> btop++ v.1.4.0
2025/04/01 (20:47:19) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/01 (23:31:57) | ===> btop++ v.1.4.0
2025/04/01 (23:31:57) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/02 (09:02:07) | ===> btop++ v.1.4.0
2025/04/02 (09:02:07) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/03 (16:22:53) | ===> btop++ v.1.4.0
2025/04/03 (16:22:53) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/05 (16:47:03) | ===> btop++ v.1.4.0
2025/04/05 (16:47:03) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/05 (16:47:39) | ===> btop++ v.1.4.0
2025/04/05 (16:47:39) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/05 (17:42:43) | ===> btop++ v.1.4.0
2025/04/05 (17:42:43) | WARNING: NVML: Failed to get maximum GPU power draw, defaulting to 225W: Not Supported

2025/04/06 (22:14:40) | ===> btop++ v.1.4.0
